#,Date-Time (AKDT),Temperature   (°C),Light   (lux),Started,Button Down,Button Up,Host Connected,Stopped,End of File
5477,07/11/2025 18:05:00,6.56,31324.16,,,,,,
5478,07/11/2025 18:10:00,6.65,31590.40,,,,,,
5479,07/11/2025 18:15:00,6.60,31539.20,,,,,,
5480,07/11/2025 18:20:00,6.56,29306.88,,,,,,
5481,07/11/2025 18:25:00,6.13,27914.24,,,,,,
5482,07/11/2025 18:30:00,6.17,27842.56,,,,,,
5483,07/11/2025 18:35:00,6.22,26767.36,,,,,,
5484,07/11/2025 18:40:00,6.30,29736.96,,,,,,
5485,07/11/2025 18:45:00,6.99,34099.20,,,,,,
5486,07/11/2025 18:50:00,7.03,32952.32,,,,,,
5487,07/11/2025 18:55:00,6.22,25538.56,,,,,,
5488,07/11/2025 19:00:00,5.57,23080.96,,,,,,
5489,07/11/2025 19:05:00,5.45,23111.68,,,,,,
5490,07/11/2025 19:10:00,5.32,18928.64,,,,,,
5491,07/11/2025 19:15:00,4.63,14428.16,,,,,,
5492,07/11/2025 19:20:00,4.37,13137.92,,,,,,
5493,07/11/2025 19:25:00,4.33,14899.20,,,,,,
5494,07/11/2025 19:30:00,4.46,16087.04,,,,,,
5495,07/11/2025 19:35:00,4.50,16737.28,,,,,,
5496,07/11/2025 19:40:00,4.46,16102.40,,,,,,
5497,07/11/2025 19:45:00,4.54,15360.00,,,,,,
5498,07/11/2025 19:50:00,4.63,15723.52,,,,,,
5499,07/11/2025 19:55:00,4.54,13573.12,,,,,,
5500,07/11/2025 20:00:00,4.12,11325.44,,,,,,
5501,07/11/2025 20:05:00,3.77,10357.76,,,,,,
5502,07/11/2025 20:10:00,3.82,9551.36,,,,,,
5503,07/11/2025 20:15:00,3.69,9167.36,,,,,,
5504,07/11/2025 20:20:00,3.56,7027.20,,,,,,
5505,07/11/2025 20:25:00,3.52,6584.32,,,,,,
5506,07/11/2025 20:30:00,3.17,5795.84,,,,,,
5507,07/11/2025 20:35:00,3.04,5195.52,,,,,,
5508,07/11/2025 20:40:00,2.87,4184.32,,,,,,
5509,07/11/2025 20:45:00,2.83,3886.08,,,,,,
5510,07/11/2025 20:50:00,2.87,4373.76,,,,,,
5511,07/11/2025 20:55:00,2.74,3778.56,,,,,,
5512,07/11/2025 21:00:00,2.66,3398.40,,,,,,
5513,07/11/2025 21:05:00,2.57,2757.12,,,,,,
5514,07/11/2025 21:10:00,2.36,2421.12,,,,,,
5515,07/11/2025 21:15:00,2.23,2304.64,,,,,,
5516,07/11/2025 21:20:00,2.19,2136.32,,,,,,
5517,07/11/2025 21:25:00,1.84,1700.48,,,,,,
5518,07/11/2025 21:30:00,1.71,1438.72,,,,,,
5519,07/11/2025 21:35:00,1.54,1216.96,,,,,,
5520,07/11/2025 21:40:00,1.50,1086.08,,,,,,
5521,07/11/2025 21:45:00,1.71,915.20,,,,,,
5522,07/11/2025 21:50:00,1.80,778.24,,,,,,
5523,07/11/2025 21:55:00,1.71,549.60,,,,,,
5524,07/11/2025 22:00:00,1.71,427.68,,,,,,
5525,07/11/2025 22:05:00,1.33,311.84,,,,,,
5526,07/11/2025 22:10:00,1.03,223.68,,,,,,
5527,07/11/2025 22:15:00,1.11,173.60,,,,,,
5528,07/11/2025 22:20:00,1.24,122.56,,,,,,
5529,07/11/2025 22:25:00,1.24,83.12,,,,,,
5530,07/11/2025 22:30:00,1.20,52.60,,,,,,
5531,07/11/2025 22:35:00,1.24,34.50,,,,,,
5532,07/11/2025 22:40:00,1.24,23.61,,,,,,
5533,07/11/2025 22:45:00,1.16,16.23,,,,,,
5534,07/11/2025 22:50:00,1.24,10.68,,,,,,
5535,07/11/2025 22:55:00,1.20,7.18,,,,,,
5536,07/11/2025 23:00:00,1.24,4.90,,,,,,
5537,07/11/2025 23:05:00,1.24,3.06,,,,,,
5538,07/11/2025 23:10:00,1.07,2.04,,,,,,
5539,07/11/2025 23:15:00,1.11,1.43,,,,,,
5540,07/11/2025 23:20:00,1.16,1.02,,,,,,
5541,07/11/2025 23:25:00,1.03,0.61,,,,,,
5542,07/11/2025 23:30:00,0.90,0.40,,,,,,
5543,07/11/2025 23:35:00,0.90,0.00,,,,,,
5544,07/11/2025 23:40:00,0.90,0.00,,,,,,
5545,07/11/2025 23:45:00,1.03,0.00,,,,,,
5546,07/11/2025 23:50:00,1.28,0.00,,,,,,
5547,07/11/2025 23:55:00,1.24,0.00,,,,,,
5548,07/12/2025 00:00:00,1.24,0.00,,,,,,
5549,07/12/2025 00:05:00,1.07,0.00,,,,,,
5550,07/12/2025 00:10:00,1.16,0.00,,,,,,
5551,07/12/2025 00:15:00,1.07,0.20,,,,,,
5552,07/12/2025 00:20:00,1.03,0.00,,,,,,
5553,07/12/2025 00:25:00,0.98,0.00,,,,,,
5554,07/12/2025 00:30:00,1.03,0.00,,,,,,
5555,07/12/2025 00:35:00,0.94,0.00,,,,,,
5556,07/12/2025 00:40:00,0.90,0.00,,,,,,
5557,07/12/2025 00:45:00,0.90,0.00,,,,,,
5558,07/12/2025 00:50:00,0.98,0.00,,,,,,
5559,07/12/2025 00:55:00,0.90,0.00,,,,,,
5560,07/12/2025 01:00:00,0.81,0.00,,,,,,
5561,07/12/2025 01:05:00,0.90,0.00,,,,,,
5562,07/12/2025 01:10:00,0.94,0.00,,,,,,
5563,07/12/2025 01:15:00,0.90,0.00,,,,,,
5564,07/12/2025 01:20:00,0.86,0.00,,,,,,
5565,07/12/2025 01:25:00,0.86,0.00,,,,,,
5566,07/12/2025 01:30:00,0.81,0.00,,,,,,
5567,07/12/2025 01:35:00,0.86,0.00,,,,,,
5568,07/12/2025 01:40:00,0.81,0.00,,,,,,
5569,07/12/2025 01:45:00,0.90,0.00,,,,,,
5570,07/12/2025 01:50:00,0.90,0.00,,,,,,
5571,07/12/2025 01:55:00,0.81,0.00,,,,,,
5572,07/12/2025 02:00:00,0.86,0.00,,,,,,
5573,07/12/2025 02:05:00,0.86,0.00,,,,,,
5574,07/12/2025 02:10:00,0.81,0.00,,,,,,
5575,07/12/2025 02:15:00,0.81,0.00,,,,,,
5576,07/12/2025 02:20:00,0.86,0.00,,,,,,
5577,07/12/2025 02:25:00,0.77,0.00,,,,,,
5578,07/12/2025 02:30:00,0.68,0.20,,,,,,
5579,07/12/2025 02:35:00,0.68,0.40,,,,,,
5580,07/12/2025 02:40:00,0.73,0.81,,,,,,
5581,07/12/2025 02:45:00,0.68,1.22,,,,,,
5582,07/12/2025 02:50:00,0.68,1.63,,,,,,
5583,07/12/2025 02:55:00,0.73,2.24,,,,,,
5584,07/12/2025 03:00:00,0.68,3.47,,,,,,
5585,07/12/2025 03:05:00,0.77,5.31,,,,,,
5586,07/12/2025 03:10:00,0.73,7.79,,,,,,
5587,07/12/2025 03:15:00,0.60,12.11,,,,,,
5588,07/12/2025 03:20:00,0.55,16.64,,,,,,
5589,07/12/2025 03:25:00,0.64,24.84,,,,,,
5590,07/12/2025 03:30:00,0.60,36.60,,,,,,
5591,07/12/2025 03:35:00,0.51,53.42,,,,,,
5592,07/12/2025 03:40:00,0.64,78.92,,,,,,
5593,07/12/2025 03:45:00,0.64,110.20,,,,,,
5594,07/12/2025 03:50:00,0.47,148.84,,,,,,
5595,07/12/2025 03:55:00,0.51,206.48,,,,,,
5596,07/12/2025 04:00:00,0.51,300.32,,,,,,
5597,07/12/2025 04:05:00,0.60,416.32,,,,,,
5598,07/12/2025 04:10:00,0.64,587.68,,,,,,
5599,07/12/2025 04:15:00,0.64,746.88,,,,,,
5600,07/12/2025 04:20:00,0.55,1002.56,,,,,,
5601,07/12/2025 04:25:00,0.64,1279.04,,,,,,
5602,07/12/2025 04:30:00,0.68,1580.80,,,,,,
5603,07/12/2025 04:35:00,0.60,1843.20,,,,,,
5604,07/12/2025 04:40:00,0.64,2268.80,,,,,,
5605,07/12/2025 04:45:00,0.77,2478.08,,,,,,
5606,07/12/2025 04:50:00,0.90,3301.12,,,,,,
5607,07/12/2025 04:55:00,0.94,3421.44,,,,,,
5608,07/12/2025 05:00:00,0.94,3175.68,,,,,,
5609,07/12/2025 05:05:00,0.94,3477.76,,,,,,
5610,07/12/2025 05:10:00,0.94,4037.12,,,,,,
5611,07/12/2025 05:15:00,1.20,4550.40,,,,,,
5612,07/12/2025 05:20:00,1.54,5688.32,,,,,,
5613,07/12/2025 05:25:00,1.84,5050.88,,,,,,
5614,07/12/2025 05:30:00,2.01,5990.40,,,,,,
5615,07/12/2025 05:35:00,2.23,8975.36,,,,,,
5616,07/12/2025 05:40:00,2.31,9285.12,,,,,,
5617,07/12/2025 05:45:00,2.06,7444.48,,,,,,
5618,07/12/2025 05:50:00,2.19,9344.00,,,,,,
5619,07/12/2025 05:55:00,2.57,10618.88,,,,,,
5620,07/12/2025 06:00:00,3.09,12907.52,,,,,,
5621,07/12/2025 06:05:00,3.26,12984.32,,,,,,
5622,07/12/2025 06:10:00,3.43,13378.56,,,,,,
5623,07/12/2025 06:15:00,3.21,11361.28,,,,,,
5624,07/12/2025 06:20:00,2.96,13450.24,,,,,,
5625,07/12/2025 06:25:00,3.43,16066.56,,,,,,
5626,07/12/2025 06:30:00,3.90,16030.72,,,,,,
5627,07/12/2025 06:35:00,4.59,16604.16,,,,,,
5628,07/12/2025 06:40:00,5.15,17756.16,,,,,,
5629,07/12/2025 06:45:00,5.62,18585.60,,,,,,
5630,07/12/2025 06:50:00,5.53,19911.68,,,,,,
5631,07/12/2025 06:55:00,5.36,20587.52,,,,,,
5632,07/12/2025 07:00:00,5.36,21350.40,,,,,,
5633,07/12/2025 07:05:00,5.79,22456.32,,,,,,
5634,07/12/2025 07:10:00,6.13,23685.12,,,,,,
5635,07/12/2025 07:15:00,6.52,25425.92,,,,,,
5636,07/12/2025 07:20:00,6.65,25896.96,,,,,,
5637,07/12/2025 07:25:00,6.73,26132.48,,,,,,
5638,07/12/2025 07:30:00,6.13,26019.84,,,,,,
5639,07/12/2025 07:35:00,5.53,25856.00,,,,,,
5640,07/12/2025 07:40:00,5.57,27289.60,,,,,,
5641,07/12/2025 07:45:00,5.96,29204.48,,,,,,
5642,07/12/2025 07:50:00,6.17,30955.52,,,,,,
5643,07/12/2025 07:55:00,6.00,27381.76,,,,,,
5644,07/12/2025 08:00:00,6.35,30433.28,,,,,,
5645,07/12/2025 08:05:00,7.20,31160.32,,,,,,
5646,07/12/2025 08:10:00,7.59,32788.48,,,,,,
5647,07/12/2025 08:15:00,8.28,35225.60,,,,,,
5648,07/12/2025 08:20:00,8.75,35686.40,,,,,,
5649,07/12/2025 08:25:00,8.28,36577.28,,,,,,
5650,07/12/2025 08:30:00,8.45,37355.52,,,,,,
5651,07/12/2025 08:35:00,8.45,39290.88,,,,,,
5652,07/12/2025 08:40:00,8.32,36485.12,,,,,,
5653,07/12/2025 08:45:00,7.72,35123.20,,,,,,
5654,07/12/2025 08:50:00,7.76,36392.96,,,,,,
5655,07/12/2025 08:55:00,7.76,35809.28,,,,,,
5656,07/12/2025 09:00:00,8.11,37959.68,,,,,,
5657,07/12/2025 09:05:00,7.81,37007.36,,,,,,
5658,07/12/2025 09:10:00,7.89,35645.44,,,,,,
5659,07/12/2025 09:15:00,8.06,33955.84,,,,,,
5660,07/12/2025 09:20:00,7.76,31836.16,,,,,,
5661,07/12/2025 09:25:00,8.19,34979.84,,,,,,
5662,07/12/2025 09:30:00,8.66,37048.32,,,,,,
5663,07/12/2025 09:35:00,8.92,37140.48,,,,,,
5664,07/12/2025 09:40:00,10.04,44625.92,,,,,,
5665,07/12/2025 09:45:00,12.14,48824.32,,,,,,
5666,07/12/2025 09:50:00,13.55,55173.12,,,,,,
5667,07/12/2025 09:55:00,12.40,53391.36,,,,,,
5668,07/12/2025 10:00:00,12.87,74956.80,,,,,,
5669,07/12/2025 10:05:00,13.04,75243.52,,,,,,
5670,07/12/2025 10:10:00,13.38,73543.68,,,,,,
5671,07/12/2025 10:15:00,13.68,78233.60,,,,,,
5672,07/12/2025 10:20:00,13.43,75755.52,,,,,,
5673,07/12/2025 10:25:00,12.95,76001.28,,,,,,
5674,07/12/2025 10:30:00,14.84,85565.44,,,,,,
5675,07/12/2025 10:35:00,18.27,93675.52,,,,,,
5676,07/12/2025 10:40:00,20.03,103874.56,,,,,,
5677,07/12/2025 10:45:00,23.21,107560.96,,,,,,
5678,07/12/2025 10:50:00,21.10,79503.36,,,,,,
5679,07/12/2025 10:55:00,18.23,83558.40,,,,,,
5680,07/12/2025 11:00:00,19.47,100925.44,,,,,,
5681,07/12/2025 11:05:00,21.02,105062.40,,,,,,
5682,07/12/2025 11:10:00,22.95,108175.36,,,,,,
5683,07/12/2025 11:15:00,20.50,94330.88,,,,,,
5684,07/12/2025 11:20:00,19.95,98426.88,,,,,,
5685,07/12/2025 11:25:00,19.73,104652.80,,,,,,
5686,07/12/2025 11:30:00,19.39,95846.40,,,,,,
5687,07/12/2025 11:35:00,20.25,109240.32,,,,,,
5688,07/12/2025 11:40:00,23.42,106741.76,,,,,,
5689,07/12/2025 11:45:00,23.42,114114.56,,,,,,
5690,07/12/2025 11:50:00,24.28,108707.84,,,,,,
5691,07/12/2025 11:55:00,23.16,99655.68,,,,,,
5692,07/12/2025 12:00:00,20.63,84828.16,,,,,,
5693,07/12/2025 12:05:00,20.12,89292.80,,,,,,
5694,07/12/2025 12:10:00,21.53,92487.68,,,,,,
5695,07/12/2025 12:15:00,21.45,88719.36,,,,,,
5696,07/12/2025 12:20:00,21.10,100474.88,,,,,,
5697,07/12/2025 12:25:00,24.79,113950.72,,,,,,
5698,07/12/2025 12:30:00,26.60,110387.20,,,,,,
5699,07/12/2025 12:35:00,28.31,118087.68,,,,,,
5700,07/12/2025 12:40:00,29.90,103956.48,,,,,,
5701,07/12/2025 12:45:00,30.41,114933.76,,,,,,
5702,07/12/2025 12:50:00,30.63,108175.36,,,,,,
5703,07/12/2025 12:55:00,30.76,118743.04,,,,,,
5704,07/12/2025 13:00:00,31.79,120053.76,,,,,,
5705,07/12/2025 13:05:00,32.86,108175.36,,,,,,
5706,07/12/2025 13:10:00,30.07,114360.32,,,,,,
5707,07/12/2025 13:15:00,27.50,100188.16,,,,,,
5708,07/12/2025 13:20:00,25.05,114032.64,,,,,,
5709,07/12/2025 13:25:00,23.89,134758.40,,,,,,
5710,07/12/2025 13:30:00,27.32,139223.04,,,,,,
5711,07/12/2025 13:35:00,28.44,106045.44,,,,,,
5712,07/12/2025 13:40:00,27.97,114319.36,,,,,,
5713,07/12/2025 13:45:00,25.01,102154.24,,,,,,
5714,07/12/2025 13:50:00,24.45,109649.92,,,,,,
5715,07/12/2025 13:55:00,25.65,106127.36,,,,,,
5716,07/12/2025 14:00:00,28.14,94986.24,,,,,,
5717,07/12/2025 14:05:00,26.12,95805.44,,,,,,
5718,07/12/2025 14:10:00,24.02,95969.28,,,,,,
5719,07/12/2025 14:15:00,22.69,88145.92,,,,,,
5720,07/12/2025 14:20:00,24.06,95641.60,,,,,,
5721,07/12/2025 14:25:00,24.45,101171.20,,,,,,
5722,07/12/2025 14:30:00,23.25,94412.80,,,,,,
5723,07/12/2025 14:35:00,23.55,94167.04,,,,,,
5724,07/12/2025 14:40:00,24.02,90603.52,,,,,,
5725,07/12/2025 14:45:00,24.32,112353.28,,,,,,
5726,07/12/2025 14:50:00,25.22,92569.60,,,,,,
5727,07/12/2025 14:55:00,27.80,103751.68,,,,,,
5728,07/12/2025 15:00:00,29.04,89620.48,,,,,,
5729,07/12/2025 15:05:00,32.34,95354.88,,,,,,
5730,07/12/2025 15:10:00,30.97,87736.32,,,,,,
5731,07/12/2025 15:15:00,25.87,84664.32,,,,,,
5732,07/12/2025 15:20:00,24.49,83476.48,,,,,,
5733,07/12/2025 15:25:00,22.78,81264.64,,,,,,
5734,07/12/2025 15:30:00,20.89,79011.84,,,,,,
5735,07/12/2025 15:35:00,21.49,83271.68,,,,,,
5736,07/12/2025 15:40:00,22.22,83824.64,,,,,,
5737,07/12/2025 15:45:00,23.38,87080.96,,,,,,
5738,07/12/2025 15:50:00,22.95,83066.88,,,,,,
5739,07/12/2025 15:55:00,22.26,86507.52,,,,,,
5740,07/12/2025 16:00:00,21.19,75100.16,,,,,,
5741,07/12/2025 16:05:00,19.30,71208.96,,,,,,
5742,07/12/2025 16:10:00,19.86,73052.16,,,,,,
5743,07/12/2025 16:15:00,19.09,67747.84,,,,,,
5744,07/12/2025 16:20:00,18.32,73461.76,,,,,,
5745,07/12/2025 16:25:00,19.05,63549.44,,,,,,
5746,07/12/2025 16:30:00,19.09,64737.28,,,,,,
5747,07/12/2025 16:35:00,20.25,70451.20,,,,,,
5748,07/12/2025 16:40:00,18.96,61849.60,,,,,,
5749,07/12/2025 16:45:00,18.79,66007.04,,,,,,
5750,07/12/2025 16:50:00,17.80,60784.64,,,,,,
5751,07/12/2025 16:55:00,18.53,56299.52,,,,,,
5752,07/12/2025 17:00:00,14.93,50216.96,,,,,,
5753,07/12/2025 17:05:00,13.64,68157.44,,,,,,
5754,07/12/2025 17:10:00,14.41,64819.20,,,,,,
5755,07/12/2025 17:15:00,15.10,46510.08,,,,,,
5756,07/12/2025 17:20:00,13.30,52387.84,,,,,,
5757,07/12/2025 17:25:00,12.27,49991.68,,,,,,
5758,07/12/2025 17:30:00,11.67,47636.48,,,,,,
5759,07/12/2025 17:35:00,11.24,45711.36,,,,,,
5760,07/12/2025 17:40:00,11.19,44072.96,,,,,,
5761,07/12/2025 17:45:00,11.45,42577.92,,,,,,
5762,07/12/2025 17:50:00,11.49,41164.80,,,,,,
5763,07/12/2025 17:55:00,11.54,39792.64,,,,,,
5764,07/12/2025 18:00:00,11.62,38512.64,,,,,,
5765,07/12/2025 18:05:00,11.71,37160.96,,,,,,
5766,07/12/2025 18:10:00,11.75,35973.12,,,,,,
5767,07/12/2025 18:15:00,11.97,34713.60,,,,,,
5768,07/12/2025 18:20:00,12.40,33576.96,,,,,,
5769,07/12/2025 18:25:00,12.05,32501.76,,,,,,
5770,07/12/2025 18:30:00,11.58,31508.48,,,,,,
5771,07/12/2025 18:35:00,11.32,30371.84,,,,,,
5772,07/12/2025 18:40:00,10.64,29245.44,,,,,,
5773,07/12/2025 18:45:00,10.34,28241.92,,,,,,
5774,07/12/2025 18:50:00,10.29,27545.60,,,,,,
5775,07/12/2025 18:55:00,9.39,26624.00,,,,,,
5776,07/12/2025 19:00:00,6.65,19281.92,,,,,,
5777,07/12/2025 19:05:00,5.06,17745.92,,,,,,
5778,07/12/2025 19:10:00,4.46,16240.64,,,,,,
5779,07/12/2025 19:15:00,4.42,15257.60,,,,,,
5780,07/12/2025 19:20:00,4.37,14571.52,,,,,,
5781,07/12/2025 19:25:00,3.99,14090.24,,,,,,
5782,07/12/2025 19:30:00,3.82,13644.80,,,,,,
5783,07/12/2025 19:35:00,4.03,13455.36,,,,,,
5784,07/12/2025 19:40:00,6.43,19358.72,,,,,,
5785,07/12/2025 19:45:00,7.16,16624.64,,,,,,
5786,07/12/2025 19:50:00,6.17,14156.80,,,,,,
5787,07/12/2025 19:55:00,4.67,11479.04,,,,,,
5788,07/12/2025 20:00:00,3.69,10844.16,,,,,,
5789,07/12/2025 20:05:00,4.07,14464.00,,,,,,
5790,07/12/2025 20:10:00,4.84,15068.16,,,,,,
5791,07/12/2025 20:15:00,5.49,11939.84,,,,,,
5792,07/12/2025 20:20:00,3.43,8949.76,,,,,,
5793,07/12/2025 20:25:00,2.27,7124.48,,,,,,
5794,07/12/2025 20:30:00,2.36,8145.92,,,,,,
5795,07/12/2025 20:35:00,2.14,6356.48,,,,,,
5796,07/12/2025 20:40:00,1.58,5749.76,,,,,,
5797,07/12/2025 20:45:00,1.24,5050.88,,,,,,
5798,07/12/2025 20:50:00,0.73,4272.64,,,,,,
5799,07/12/2025 20:55:00,0.51,3742.72,,,,,,
5800,07/12/2025 21:00:00,0.64,3289.60,,,,,,
5801,07/12/2025 21:05:00,0.68,3001.60,,,,,,
5802,07/12/2025 21:10:00,0.47,2686.72,,,,,,
5803,07/12/2025 21:15:00,0.17,2353.92,,,,,,
5804,07/12/2025 21:20:00,0.47,2106.88,,,,,,
5805,07/12/2025 21:25:00,0.38,1853.44,,,,,,
5806,07/12/2025 21:30:00,0.51,1583.36,,,,,,
5807,07/12/2025 21:35:00,0.68,1369.60,,,,,,
5808,07/12/2025 21:40:00,0.81,1106.56,,,,,,
5809,07/12/2025 21:45:00,1.16,880.64,,,,,,
5810,07/12/2025 21:50:00,1.16,702.40,,,,,,
5811,07/12/2025 21:55:00,1.54,555.36,,,,,,
5812,07/12/2025 22:00:00,1.93,421.92,,,,,,
5813,07/12/2025 22:05:00,2.10,298.72,,,,,,
5814,07/12/2025 22:10:00,1.54,218.96,,,,,,
5815,07/12/2025 22:15:00,1.20,160.40,,,,,,
5816,07/12/2025 22:20:00,1.41,111.00,,,,,,
5817,07/12/2025 22:25:00,1.41,76.06,,,,,,
5818,07/12/2025 22:30:00,1.37,51.00,,,,,,
5819,07/12/2025 22:35:00,1.54,32.92,,,,,,
5820,07/12/2025 22:40:00,1.50,22.18,,,,,,
5821,07/12/2025 22:45:00,1.50,15.20,,,,,,
5822,07/12/2025 22:50:00,1.67,10.27,,,,,,
5823,07/12/2025 22:55:00,1.84,7.18,,,,,,
5824,07/12/2025 23:00:00,1.97,5.11,,,,,,
5825,07/12/2025 23:05:00,1.97,3.47,,,,,,
5826,07/12/2025 23:10:00,1.84,2.24,,,,,,
5827,07/12/2025 23:15:00,1.84,1.43,,,,,,
5828,07/12/2025 23:20:00,1.63,0.81,,,,,,
5829,07/12/2025 23:25:00,1.58,0.61,,,,,,
5830,07/12/2025 23:30:00,1.67,0.20,,,,,,
5831,07/12/2025 23:35:00,1.84,0.20,,,,,,
5832,07/12/2025 23:40:00,2.01,0.00,,,,,,
5833,07/12/2025 23:45:00,1.97,0.00,,,,,,
5834,07/12/2025 23:50:00,1.97,0.00,,,,,,
5835,07/12/2025 23:55:00,1.84,0.00,,,,,,
5836,07/13/2025 00:00:00,1.63,0.00,,,,,,
5837,07/13/2025 00:05:00,1.46,0.00,,,,,,
5838,07/13/2025 00:10:00,1.50,0.00,,,,,,
5839,07/13/2025 00:15:00,1.41,0.00,,,,,,
5840,07/13/2025 00:20:00,1.33,0.00,,,,,,
5841,07/13/2025 00:25:00,1.54,0.00,,,,,,
5842,07/13/2025 00:30:00,1.41,0.00,,,,,,
5843,07/13/2025 00:35:00,1.03,0.00,,,,,,
5844,07/13/2025 00:40:00,0.90,0.00,,,,,,
5845,07/13/2025 00:45:00,1.03,0.00,,,,,,
5846,07/13/2025 00:50:00,1.24,0.00,,,,,,
5847,07/13/2025 00:55:00,1.33,0.00,,,,,,
5848,07/13/2025 01:00:00,1.46,0.00,,,,,,
5849,07/13/2025 01:05:00,1.71,0.00,,,,,,
5850,07/13/2025 01:10:00,2.06,0.00,,,,,,
5851,07/13/2025 01:15:00,2.31,0.00,,,,,,
5852,07/13/2025 01:20:00,2.23,0.00,,,,,,
5853,07/13/2025 01:25:00,2.14,0.00,,,,,,
5854,07/13/2025 01:30:00,2.23,0.00,,,,,,
5855,07/13/2025 01:35:00,2.31,0.00,,,,,,
5856,07/13/2025 01:40:00,2.23,0.00,,,,,,
5857,07/13/2025 01:45:00,2.01,0.00,,,,,,
5858,07/13/2025 01:50:00,2.01,0.00,,,,,,
5859,07/13/2025 01:55:00,1.93,0.00,,,,,,
5860,07/13/2025 02:00:00,1.71,0.00,,,,,,
5861,07/13/2025 02:05:00,1.71,0.00,,,,,,
5862,07/13/2025 02:10:00,1.63,0.00,,,,,,
5863,07/13/2025 02:15:00,1.46,0.00,,,,,,
5864,07/13/2025 02:20:00,1.41,0.00,,,,,,
5865,07/13/2025 02:25:00,1.63,0.00,,,,,,
5866,07/13/2025 02:30:00,1.54,0.20,,,,,,
5867,07/13/2025 02:35:00,1.07,0.40,,,,,,
5868,07/13/2025 02:40:00,1.16,0.61,,,,,,
5869,07/13/2025 02:45:00,1.28,1.22,,,,,,
5870,07/13/2025 02:50:00,1.50,1.84,,,,,,
5871,07/13/2025 02:55:00,1.76,2.86,,,,,,
5872,07/13/2025 03:00:00,1.41,4.29,,,,,,
5873,07/13/2025 03:05:00,1.07,5.95,,,,,,
5874,07/13/2025 03:10:00,1.20,9.22,,,,,,
5875,07/13/2025 03:15:00,0.81,13.95,,,,,,
5876,07/13/2025 03:20:00,0.98,20.11,,,,,,
5877,07/13/2025 03:25:00,1.03,29.19,,,,,,
5878,07/13/2025 03:30:00,1.20,42.32,,,,,,
5879,07/13/2025 03:35:00,1.54,61.64,,,,,,
5880,07/13/2025 03:40:00,1.50,88.00,,,,,,
5881,07/13/2025 03:45:00,1.28,128.28,,,,,,
5882,07/13/2025 03:50:00,1.24,181.92,,,,,,
5883,07/13/2025 03:55:00,1.84,250.24,,,,,,
5884,07/13/2025 04:00:00,1.93,348.16,,,,,,
5885,07/13/2025 04:05:00,2.10,473.12,,,,,,
5886,07/13/2025 04:10:00,2.27,611.36,,,,,,
5887,07/13/2025 04:15:00,2.27,799.68,,,,,,
5888,07/13/2025 04:20:00,2.27,951.04,,,,,,
5889,07/13/2025 04:25:00,2.31,1257.92,,,,,,
5890,07/13/2025 04:30:00,2.57,1637.12,,,,,,
5891,07/13/2025 04:35:00,2.66,1936.64,,,,,,
5892,07/13/2025 04:40:00,2.44,2245.76,,,,,,
5893,07/13/2025 04:45:00,2.49,2804.48,,,,,,
5894,07/13/2025 04:50:00,2.74,3033.60,,,,,,
5895,07/13/2025 04:55:00,2.87,3289.60,,,,,,
5896,07/13/2025 05:00:00,2.83,3591.68,,,,,,
5897,07/13/2025 05:05:00,2.91,4468.48,,,,,,
5898,07/13/2025 05:10:00,2.96,5327.36,,,,,,
5899,07/13/2025 05:15:00,3.17,6085.12,,,,,,
5900,07/13/2025 05:20:00,3.60,7216.64,,,,,,
5901,07/13/2025 05:25:00,4.03,7511.04,,,,,,
5902,07/13/2025 05:30:00,4.63,9239.04,,,,,,
5903,07/13/2025 05:35:00,5.40,14407.68,,,,,,
5904,07/13/2025 05:40:00,6.90,21606.40,,,,,,
5905,07/13/2025 05:45:00,7.98,24064.00,,,,,,
5906,07/13/2025 05:50:00,8.79,26224.64,,,,,,
5907,07/13/2025 05:55:00,7.42,17868.80,,,,,,
5908,07/13/2025 06:00:00,6.35,15877.12,,,,,,
5909,07/13/2025 06:05:00,5.53,15697.92,,,,,,
5910,07/13/2025 06:10:00,5.19,14668.80,,,,,,
5911,07/13/2025 06:15:00,5.15,15150.08,,,,,,
5912,07/13/2025 06:20:00,5.19,16537.60,,,,,,
5913,07/13/2025 06:25:00,5.75,17868.80,,,,,,
5914,07/13/2025 06:30:00,6.26,19522.56,,,,,,
5915,07/13/2025 06:35:00,6.65,21841.92,,,,,,
5916,07/13/2025 06:40:00,6.95,21739.52,,,,,,
5917,07/13/2025 06:45:00,7.59,24422.40,,,,,,
5918,07/13/2025 06:50:00,8.23,24872.96,,,,,,
5919,07/13/2025 06:55:00,7.85,23214.08,,,,,,
5920,07/13/2025 07:00:00,6.99,20679.68,,,,,,
5921,07/13/2025 07:05:00,6.48,19732.48,,,,,,
5922,07/13/2025 07:10:00,7.93,56299.52,,,,,,
5923,07/13/2025 07:15:00,10.34,55848.96,,,,,,
5924,07/13/2025 07:20:00,13.43,55787.52,,,,,,
5925,07/13/2025 07:25:00,14.33,55705.60,,,,,,
5926,07/13/2025 07:30:00,15.23,56913.92,,,,,,
5927,07/13/2025 07:35:00,15.06,58429.44,,,,,,
5928,07/13/2025 07:40:00,15.27,61194.24,,,,,,
5929,07/13/2025 07:45:00,15.61,63795.20,,,,,,
5930,07/13/2025 07:50:00,16.30,72867.84,,,,,,
